,concept,id,label_1,label_2,label_3,label_4,label_5,margin_error_dummy,race,type
716,B25032.  TENURE BY UNITS IN STRUCTURE,B25032_003E,Owner-occupied housing units,"1, detached",,,,False,,int
717,B19037.  Age of Householder by Household Income,B19037_060M,Margin of Error for!!Householder 65 years and over,"$35,000 to $39,999",,,,True,,int
718,B19001.  Household Income,B19001_016M,"Margin of Error for!!$150,000 to $199,999",,,,,True,,int
719,B10051.  GrndPrnts Living With Own GrndChldrn < 18 Yrs by Responsibility for Own GrndChldrn and Age of GrndPrnt,B10051_003E,Grandparent responsible for own grandchildren under 18 years,Householder or spouse with no parent of grandchildren present:,,,,False,,int
720,B13002.  Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status by Age,B13002_003E,Women who had a birth in the past 12 months,Now married (including separated and spouse absent):,,,,False,,int
721,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_005E,Male,"Management, business, science, and arts occupations","Management, business, and financial occupations",Management occupations,,False,,int
722,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_015E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$22,500 to $24,999",,False,,int
723,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_009E,Income in the past 12 months below poverty level,Male,16 and 17 years,,,False,,int
724,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_003M,Margin of Error for!!Male,"Worked full-time, year-round in the past 12 months:",,,,True,,int
725,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_006E,Income in the past 12 months below poverty level,Male,6 to 11 years,,,False,,int
726,B16005.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs,B16005_008M,Margin Of Error For!!Native,Speak Spanish,Speak English 'not at all',,,True,,int
727,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_011M,Margin Of Error For!!Income in the past 12 months below poverty level,Male,25 to 34 years,,,True,,int
728,B16005.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs,B16005_004M,Margin Of Error For!!Native,Speak Spanish:,,,,True,,int
729,B01001.  Sex by Age,B01001_016M,Margin Of Error For!!Male,50 to 54 years,,,,True,,int
730,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_052M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Female,16 and 17 years,,,True,,int
731,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_007E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$2,500 to $4,999",,False,,int
732,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_066M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings,"$40,000 to $44,999",,True,,int
733,B19001.  Household Income,B19001_006E,"$25,000 to $29,999",,,,,False,,int
734,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_002M,Margin Of Error For!!Income in the past 12 months below poverty level:,,,,,True,,int
735,B11002.  Household Type By Relatives and Nonrelatives For Population in Households,B11002_009M,Margin Of Error For!!In family households,"In female householder, no husband present, family:",,,,True,,int
736,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_054E,Female,"Worked full-time, year-round in the past 12 months",With earnings,"$2,500 to $4,999",,False,,int
737,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_039M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",With related children under 18 years,Under 5 years and 5 to 17 years,True,,int
738,B01001.  Sex by Age,B01001_024E,Male,80 to 84 years,,,,False,,int
739,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_057M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Female,55 to 64 years,,,True,,int
740,B19101.  Family Income,B19101_013M,"Margin of Error for!!$75,000 to $99,999",,,,,True,,int
741,B01001.  Sex by Age,B01001_017M,Margin Of Error For!!Male,55 to 59 years,,,,True,,int
742,B11001.  Household Type (including Living Alone),B11001_007M,Margin Of Error For!!Nonfamily households:,,,,,True,,int
743,B19037.  Age of Householder by Household Income,B19037_032M,Margin of Error for!!Householder 25 to 44 years,"$100,000 to $124,999",,,,True,,int
744,B19037.  Age of Householder by Household Income,B19037_010M,Margin of Error for!!Householder under 25 years,"$40,000 to $44,999",,,,True,,int
745,B19037.  Age of Householder by Household Income,B19037_057M,Margin of Error for!!Householder 65 years and over,"$20,000 to $24,999",,,,True,,int
746,B13002.  Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status by Age,B13002_006M,Margin Of Error For!!Women who had a birth in the past 12 months,Now married (including separated and spouse absent),35 to 50 years old,,,True,,int
747,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_044M,Margin of Error for!!Male,Other,With earnings,"$50,000 to $54,999",,True,,int
748,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_037E,Male,Other,With earnings,"$20,000 to $22,499",,False,,int
749,B19037.  Age of Householder by Household Income,B19037_062M,Margin of Error for!!Householder 65 years and over,"$45,000 to $49,999",,,,True,,int
750,B01001.  Sex by Age,B01001_004E,Male,5 to 9 years,,,,False,,int
751,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_002M,Margin Of Error For!!Male:,,,,,True,,int
752,B20017.  Median Earnings by Sex by Work Experience for the Pop. 16+ Years With Earnings,B20017_006M,"Margin of Error for!!Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)",,,,,True,,int
753,B19037.  Age of Householder by Household Income,B19037_019M,Margin of Error for!!Householder 25 to 44 years:,,,,,True,,int
754,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_065M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings,"$35,000 to $39,999",,True,,int
755,B11001.  Household Type (including Living Alone),B11001_003E,Family households,Married-couple family,,,,False,,int
756,B25032.  TENURE BY UNITS IN STRUCTURE,B25032_003M,Margin Of Error For!!Owner-occupied housing units,"1, detached",,,,True,,int
757,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_092M,Margin of Error for!!Female,Other,With earnings,"$55,000 to $64,999",,True,,int
758,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_068M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings,"$50,000 to $54,999",,True,,int
759,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_018M,Margin of Error for!!Enrolled in school,Graduate or professional school,,,,True,,int
760,B19037.  Age of Householder by Household Income,B19037_012E,Householder under 25 years,"$50,000 to $59,999",,,,False,,int
761,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_015E,Enrolled in school,Enrolled in grade 11,,,,False,,int
762,B19001.  Household Income,B19001_013M,"Margin of Error for!!$75,000 to $99,999",,,,,True,,int
763,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_016M,Margin of Error for!!Male,"Worked full-time, year-round in the past 12 months",With earnings,"$25,000 to $29,999",,True,,int
764,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_026E,Male,Other:,,,,False,,int
765,B12002.  SEX BY MARITAL STATUS BY AGE FOR THE POPULATION 15 YEARS AND OVER,B12002_012E,Male,Never married,50 to 54 years,,,False,,int
766,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_063E,Female,"Worked full-time, year-round in the past 12 months",With earnings,"$25,000 to $29,999",,False,,int
767,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_070E,Female,"Worked full-time, year-round in the past 12 months",With earnings,"$65,000 to $74,999",,False,,int
768,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_067M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings,"$45,000 to $49,999",,True,,int
769,B11002.  Household Type By Relatives and Nonrelatives For Population in Households,B11002_008M,Margin Of Error For!!In family households,"In male householder, no wife present, family",Nonrelatives,,,True,,int
770,B19001.  Household Income,B19001_007M,"Margin of Error for!!$30,000 to $34,999",,,,,True,,int
771,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_004M,Margin Of Error For!!Male,Under 18 years,Native,,,True,,int
772,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_010M,Margin Of Error For!!Male,18 years and over,Foreign born:,,,True,,int
773,B01001.  Sex by Age,B01001_021M,Margin Of Error For!!Male,67 to 69 years,,,,True,,int
774,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_002M,Margin Of Error For!!Income in the past 12 months below poverty level:,,,,,True,,int
775,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_058E,Female,"Worked full-time, year-round in the past 12 months",With earnings,"$12,500 to $14,999",,False,,int
776,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_011M,Margin Of Error For!!Male,"Management, business, science, and arts occupations","Education, legal, community service, arts, and media occupations:",,,True,,int
777,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_035E,Income in the past 12 months at or above poverty level,Male,6 to 11 years,,,False,,int
778,B19037.  Age of Householder by Household Income,B19037_068M,Margin of Error for!!Householder 65 years and over,"$150,000 to $199,999",,,,True,,int
779,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_018M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,Under 5 years,,,True,,int
780,B19037.  Age of Householder by Household Income,B19037_048M,Margin of Error for!!Householder 45 to 64 years,"$75,000 to $99,999",,,,True,,int
781,B19037.  Age of Householder by Household Income,B19037_019E,Householder 25 to 44 years:,,,,,False,,int
782,B19001.  Household Income,B19001_009E,"$40,000 to $44,999",,,,,False,,int
783,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_049E,Income in the past 12 months at or above poverty level,Female,6 to 11 years,,,False,,int
784,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_035E,Male,Other,With earnings,"$15,000 to $17,499",,False,,int
785,B10051.  GrndPrnts Living With Own GrndChldrn < 18 Yrs by Responsibility for Own GrndChldrn and Age of GrndPrnt,B10051_001M,Margin Of Error For!!Total:,,,,,True,,int
786,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_053E,Female,"Worked full-time, year-round in the past 12 months",With earnings,"$1 to $2,499 or loss",,False,,int
787,B11001.  Household Type (including Living Alone),B11001_009E,Nonfamily households,Householder not living alone,,,,False,,int
788,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_019M,Margin Of Error For!!Female,18 years and over:,,,,True,,int
789,B01001.  Sex by Age,B01001_022E,Male,70 to 74 years,,,,False,,int
790,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_069M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings,"$55,000 to $64,999",,True,,int
791,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_041E,Income in the past 12 months at or above poverty level,Male,35 to 44 years,,,False,,int
792,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_028E,Income in the past 12 months below poverty level,Female,55 to 64 years,,,False,,int
793,B19037.  Age of Householder by Household Income,B19037_065E,Householder 65 years and over,"$75,000 to $99,999",,,,False,,int
794,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_009E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$7,500 to $9,999",,False,,int
795,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_083E,Female,Other,With earnings,"$17,500 to $19,999",,False,,int
